origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
MSP,2013,1,1,10,1.4,-4,77.49,170,5.7539,NA,0,NA,9,2013-01-01T16:00:00Z
MSP,2013,1,1,13,8.6,-0.4,66.11,200,4.60312,NA,0,NA,10,2013-01-01T19:00:00Z
MSP,2013,1,1,16,12.2,8.6,85.17,220,4.60312,NA,1e-4,NA,7,2013-01-01T22:00:00Z
MSP,2013,1,1,17,14,8.6,78.68,200,3.4523399999999995,NA,1e-4,NA,9,2013-01-01T23:00:00Z
MSP,2013,1,1,19,15.8,10.4,78.84,200,4.60312,NA,0,NA,10,2013-01-02T01:00:00Z
MSP,2013,1,1,21,17.6,15.8,92.5,200,4.60312,NA,0,NA,10,2013-01-02T03:00:00Z
MSP,2013,1,2,3,17.6,15.8,92.5,210,6.904679999999999,NA,0,NA,6,2013-01-02T09:00:00Z
MSP,2013,1,2,6,15.8,14,92.44,160,6.904679999999999,NA,0,NA,3,2013-01-02T12:00:00Z
MSP,2013,1,2,7,15.8,14,92.44,190,5.7539,NA,1e-4,NA,3,2013-01-02T13:00:00Z
MSP,2013,1,2,8,14,12.2,92.38,200,8.05546,NA,1e-4,NA,2,2013-01-02T14:00:00Z
MSP,2013,1,2,9,14,12.2,92.38,220,8.05546,NA,1e-4,NA,2,2013-01-02T15:00:00Z
MSP,2013,1,2,10,14,12.2,92.38,180,5.7539,NA,1e-4,NA,4,2013-01-02T16:00:00Z
MSP,2013,1,2,11,14,12.2,92.38,NA,5.7539,NA,1e-4,NA,4,2013-01-02T17:00:00Z
MSP,2013,1,2,12,15.8,12.2,85.4,NA,4.60312,NA,1e-4,NA,4,2013-01-02T18:00:00Z
MSP,2013,1,2,14,15.8,14,92.44,170,5.7539,NA,1e-4,NA,4,2013-01-02T20:00:00Z
MSP,2013,1,2,15,15.8,12.2,85.4,150,6.904679999999999,NA,1e-4,NA,2,2013-01-02T21:00:00Z
MSP,2013,1,2,16,15.8,12.2,85.4,150,5.7539,NA,1e-4,NA,4,2013-01-02T22:00:00Z
MSP,2013,1,2,17,17.6,14,85.51,160,3.4523399999999995,NA,1e-4,NA,1.75,2013-01-02T23:00:00Z
MSP,2013,1,2,18,17.6,14,85.51,NA,3.4523399999999995,NA,0,NA,5,2013-01-03T00:00:00Z
MSP,2013,1,2,20,17.6,15.8,92.5,NA,4.60312,NA,0,NA,4,2013-01-03T02:00:00Z
MSP,2013,1,2,21,19.4,15.8,92.5,260,4.60312,NA,0,NA,4,2013-01-03T03:00:00Z
MSP,2013,1,2,22,19.4,17.6,92.57,270,3.4523399999999995,NA,0,NA,4,2013-01-03T04:00:00Z
MSP,2013,1,3,1,19.4,15.8,85.63,290,10.357019999999999,NA,1e-4,NA,5,2013-01-03T07:00:00Z
MSP,2013,1,3,2,19.4,15.8,85.63,310,8.05546,NA,1e-4,NA,5,2013-01-03T08:00:00Z
MSP,2013,1,3,3,17.6,15.8,92.5,280,8.05546,NA,1e-4,NA,7,2013-01-03T09:00:00Z
MSP,2013,1,3,5,15.8,10.4,78.84,300,11.5078,NA,0,NA,8,2013-01-03T11:00:00Z
MSP,2013,1,3,6,15.8,10.4,78.84,300,10.357019999999999,NA,0,NA,8,2013-01-03T12:00:00Z
MSP,2013,1,3,7,14,8.6,78.68,310,10.357019999999999,NA,0,NA,9,2013-01-03T13:00:00Z
MSP,2013,1,3,8,12.2,8.6,85.17,290,10.357019999999999,NA,1e-4,NA,5,2013-01-03T14:00:00Z
MSP,2013,1,3,9,12.2,10.4,92.32,260,8.05546,NA,1e-4,NA,1.75,2013-01-03T15:00:00Z
MSP,2013,1,3,10,12.2,8.6,85.17,290,12.658579999999999,NA,1e-4,NA,4,2013-01-03T16:00:00Z
MSP,2013,1,3,11,12.2,6.8,78.51,280,9.20624,NA,1e-4,NA,9,2013-01-03T17:00:00Z
MSP,2013,1,3,12,12.2,6.8,78.51,280,10.357019999999999,NA,1e-4,NA,9,2013-01-03T18:00:00Z
MSP,2013,1,5,22,19.4,14,79.16,300,9.20624,NA,0,NA,6,2013-01-06T04:00:00Z
MSP,2013,1,5,23,19.4,15.8,85.63,290,8.05546,NA,0,NA,7,2013-01-06T05:00:00Z
MSP,2013,1,6,0,19.4,15.8,85.63,300,8.05546,NA,0,NA,7,2013-01-06T06:00:00Z
MSP,2013,1,7,0,19.4,14,79.16,150,12.658579999999999,NA,0,NA,10,2013-01-07T06:00:00Z
MSP,2013,1,7,12,33.8,24.8,69.25,210,6.904679999999999,NA,0,NA,10,2013-01-07T18:00:00Z
MSP,2013,1,8,12,30.2,24.8,80.07,130,9.20624,NA,0,NA,8,2013-01-08T18:00:00Z
MSP,2013,1,8,16,33.8,28.4,80.36,150,10.357019999999999,NA,0,NA,9,2013-01-08T22:00:00Z
MSP,2013,1,8,20,32,26.6,80.22,230,13.809359999999998,18.41248,0,NA,9,2013-01-09T02:00:00Z
MSP,2013,1,8,21,30.2,26.6,86.28,250,13.809359999999998,NA,0,NA,8,2013-01-09T03:00:00Z
MSP,2013,1,9,6,32,23,69.04,280,25.317159999999998,39.12652,0,NA,10,2013-01-09T12:00:00Z
MSP,2013,1,9,14,33.8,21.2,59.53,230,12.658579999999999,NA,0,NA,10,2013-01-09T20:00:00Z
MSP,2013,1,10,12,39.2,23,51.89,160,12.658579999999999,NA,0,NA,10,2013-01-10T18:00:00Z
MSP,2013,1,10,13,39.2,21.2,48.1,120,11.5078,NA,0,NA,10,2013-01-10T19:00:00Z
MSP,2013,1,10,18,33.8,30.2,86.49,120,12.658579999999999,NA,0.07,NA,5,2013-01-11T00:00:00Z
MSP,2013,1,10,20,33.8,32,93.03,140,11.5078,NA,0.04,NA,6,2013-01-11T02:00:00Z
MSP,2013,1,10,21,33.8,33.8,100,130,16.11092,NA,1e-4,NA,6,2013-01-11T03:00:00Z
MSP,2013,1,10,22,33.8,33.8,100,150,9.20624,NA,0,NA,4,2013-01-11T04:00:00Z
MSP,2013,1,10,23,33.8,33.8,100,150,12.658579999999999,NA,1e-4,NA,1.5,2013-01-11T05:00:00Z
MSP,2013,1,11,0,35.6,35.6,100,150,13.809359999999998,NA,0.01,NA,3,2013-01-11T06:00:00Z
MSP,2013,1,11,1,35.6,35.6,100,160,8.05546,NA,0,NA,3,2013-01-11T07:00:00Z
MSP,2013,1,11,5,35.6,35.6,100,140,4.60312,NA,1e-4,NA,2,2013-01-11T11:00:00Z
MSP,2013,1,11,7,35.6,35.6,100,140,6.904679999999999,NA,1e-4,NA,4,2013-01-11T13:00:00Z
MSP,2013,1,11,8,35.6,35.6,100,160,5.7539,NA,1e-4,NA,3,2013-01-11T14:00:00Z
MSP,2013,1,11,10,35.6,35.6,100,160,6.904679999999999,NA,0,NA,3,2013-01-11T16:00:00Z
MSP,2013,1,11,11,35.6,35.6,100,140,6.904679999999999,NA,1e-4,NA,2,2013-01-11T17:00:00Z
MSP,2013,1,11,12,35.6,35.6,100,150,8.05546,NA,1e-4,NA,4,2013-01-11T18:00:00Z
MSP,2013,1,11,14,37.4,37.4,100,160,5.7539,NA,1e-4,NA,1.75,2013-01-11T20:00:00Z
MSP,2013,1,11,15,37.4,37.4,100,140,8.05546,NA,1e-4,NA,2,2013-01-11T21:00:00Z
MSP,2013,1,11,16,37.4,37.4,100,140,12.658579999999999,NA,1e-4,NA,3,2013-01-11T22:00:00Z
MSP,2013,1,11,17,37.4,37.4,100,140,9.20624,NA,0,NA,4,2013-01-11T23:00:00Z
MSP,2013,1,11,22,41,41,100,190,12.658579999999999,NA,1e-4,NA,4,2013-01-12T04:00:00Z
MSP,2013,1,12,0,39.2,37.4,93.19,220,12.658579999999999,NA,0,NA,10,2013-01-12T06:00:00Z
MSP,2013,1,12,3,24.8,19.4,79.62,240,21.864819999999998,34.523399999999995,1e-4,NA,10,2013-01-12T09:00:00Z
MSP,2013,1,12,5,19.4,12.2,73.13,260,21.864819999999998,37.975739999999995,0,NA,10,2013-01-12T11:00:00Z
MSP,2013,1,12,7,17.6,8.6,72.73,250,18.41248,33.37262,1e-4,NA,9,2013-01-12T13:00:00Z
MSP,2013,1,12,8,15.8,8.6,72.73,240,17.261699999999998,24.166379999999997,1e-4,NA,6,2013-01-12T14:00:00Z
MSP,2013,1,12,9,15.8,6.8,67.05,250,17.261699999999998,24.166379999999997,1e-4,NA,9,2013-01-12T15:00:00Z
MSP,2013,1,12,10,14,5,66.82,250,14.960139999999999,26.46794,0,NA,10,2013-01-12T16:00:00Z
MSP,2013,1,12,11,14,3.2,61.51,250,14.960139999999999,28.769499999999997,0,NA,10,2013-01-12T17:00:00Z
MSP,2013,1,12,21,6.8,-2.2,65.87,280,13.809359999999998,NA,0,NA,10,2013-01-13T03:00:00Z
MSP,2013,1,13,6,3.2,-2.2,77.67,310,10.357019999999999,NA,0,NA,10,2013-01-13T12:00:00Z
MSP,2013,1,13,11,6.8,-0.4,71.71,310,5.7539,NA,1e-4,NA,7,2013-01-13T17:00:00Z
MSP,2013,1,13,13,8.6,1.4,71.92,280,12.658579999999999,NA,1e-4,NA,5,2013-01-13T19:00:00Z
MSP,2013,1,13,14,8.6,1.4,71.92,270,9.20624,NA,1e-4,NA,5,2013-01-13T20:00:00Z
MSP,2013,1,14,8,6.8,1.4,78.01,270,9.20624,NA,0,NA,10,2013-01-14T14:00:00Z
MSP,2013,1,16,3,26.6,17.6,68.4,220,13.809359999999998,24.166379999999997,1e-4,NA,10,2013-01-16T09:00:00Z
MSP,2013,1,16,5,26.6,24.8,92.8,230,12.658579999999999,NA,1e-4,NA,2,2013-01-16T11:00:00Z
MSP,2013,1,16,6,26.6,24.8,92.8,230,9.20624,NA,1e-4,NA,3,2013-01-16T12:00:00Z
MSP,2013,1,16,7,28.4,26.6,92.86,230,11.5078,NA,0.01,NA,8,2013-01-16T13:00:00Z
MSP,2013,1,16,8,30.2,28.4,92.92,240,6.904679999999999,NA,0,NA,7,2013-01-16T14:00:00Z
MSP,2013,1,16,9,30.2,30.2,100,220,5.7539,NA,0,NA,8,2013-01-16T15:00:00Z
MSP,2013,1,16,13,33.8,26.6,86.28,300,17.261699999999998,NA,1e-4,NA,2,2013-01-16T19:00:00Z
MSP,2013,1,16,14,30.2,28.4,92.92,310,11.5078,NA,1e-4,NA,5,2013-01-16T20:00:00Z
MSP,2013,1,16,15,28.4,26.6,92.86,320,11.5078,NA,1e-4,NA,9,2013-01-16T21:00:00Z
MSP,2013,1,16,16,28.4,15.8,58.75,330,10.357019999999999,NA,0,NA,10,2013-01-16T22:00:00Z
MSP,2013,1,16,17,26.6,15.8,63.27,320,13.809359999999998,NA,0,NA,10,2013-01-16T23:00:00Z
MSP,2013,1,16,18,23,6.8,49.29,330,10.357019999999999,NA,0,NA,10,2013-01-17T00:00:00Z
MSP,2013,1,16,19,21.2,3.2,45.1,330,14.960139999999999,NA,0,NA,10,2013-01-17T01:00:00Z
MSP,2013,1,17,11,10.4,-0.4,60.99,240,9.20624,NA,1e-4,NA,7,2013-01-17T17:00:00Z
MSP,2013,1,17,12,14,3.2,72.12,270,8.05546,NA,1e-4,NA,10,2013-01-17T18:00:00Z
MSP,2013,1,18,2,17.6,14,85.51,120,8.05546,NA,1e-4,NA,5,2013-01-18T08:00:00Z
MSP,2013,1,18,3,17.6,14,85.51,100,12.658579999999999,NA,0,NA,10,2013-01-18T09:00:00Z
MSP,2013,1,18,4,19.4,15.8,85.63,120,11.5078,NA,0,NA,10,2013-01-18T10:00:00Z
MSP,2013,1,18,5,19.4,14,79.16,140,13.809359999999998,NA,0,NA,10,2013-01-18T11:00:00Z
MSP,2013,1,18,6,21.2,15.8,79.31,150,9.20624,NA,0,NA,10,2013-01-18T12:00:00Z
MSP,2013,1,18,7,24.8,19.4,79.62,140,8.05546,NA,0,NA,10,2013-01-18T13:00:00Z
MSP,2013,1,18,11,39.2,28.4,64.93,220,16.11092,NA,0,NA,10,2013-01-18T17:00:00Z
MSP,2013,1,19,12,37.4,30.2,74.98,280,23.0156,28.769499999999997,0,NA,10,2013-01-19T18:00:00Z
MSP,2013,1,19,13,39.2,28.4,64.93,280,19.56326,31.07106,0,NA,10,2013-01-19T19:00:00Z
MSP,2013,1,19,15,24.8,10.4,53.75,300,29.920279999999998,48.33275999999999,0,NA,10,2013-01-19T21:00:00Z
MSP,2013,1,19,16,19.4,6.8,57.41,290,34.523399999999995,48.33275999999999,0,NA,10,2013-01-19T22:00:00Z
MSP,2013,1,19,17,15.8,3.2,56.86,300,23.0156,37.975739999999995,0,NA,10,2013-01-19T23:00:00Z
MSP,2013,1,19,20,6.8,-4,60.45,310,25.317159999999998,33.37262,0,NA,10,2013-01-20T02:00:00Z
MSP,2013,1,20,16,6.8,-0.4,71.71,280,14.960139999999999,NA,1e-4,NA,7,2013-01-20T22:00:00Z
MSP,2013,1,20,19,6.8,-0.4,71.71,290,18.41248,24.166379999999997,1e-4,NA,9,2013-01-21T01:00:00Z
MSP,2013,1,21,1,-2.2,-11.2,64.62,300,14.960139999999999,24.166379999999997,0,NA,10,2013-01-21T07:00:00Z
MSP,2013,1,21,3,-5.8,-14.8,64.11,300,13.809359999999998,23.0156,0,NA,10,2013-01-21T09:00:00Z
MSP,2013,1,21,4,-5.8,-13,70.19,300,16.11092,NA,1e-4,NA,10,2013-01-21T10:00:00Z
MSP,2013,1,21,5,-9.4,-14.8,76.4,300,12.658579999999999,NA,1e-4,NA,5,2013-01-21T11:00:00Z
MSP,2013,1,21,7,-9.4,-16.6,69.73,300,13.809359999999998,NA,1e-4,NA,8,2013-01-21T13:00:00Z
MSP,2013,1,21,8,-9.4,-18.4,63.59,290,9.20624,NA,0,NA,10,2013-01-21T14:00:00Z
MSP,2013,1,21,13,-4,-16.6,53.66,280,13.809359999999998,20.714039999999997,0,NA,10,2013-01-21T19:00:00Z
MSP,2013,1,23,11,15.8,6.8,67.05,300,12.658579999999999,19.56326,0,NA,10,2013-01-23T17:00:00Z
MSP,2013,1,23,12,17.6,5,57.14,290,17.261699999999998,26.46794,0,NA,10,2013-01-23T18:00:00Z
MSP,2013,1,23,14,14,1.4,56.58,310,21.864819999999998,31.07106,0,NA,10,2013-01-23T20:00:00Z
MSP,2013,1,23,15,10.4,-5.8,47.15,330,20.714039999999997,34.523399999999995,0,NA,10,2013-01-23T21:00:00Z
MSP,2013,1,23,16,6.8,-7.6,50.81,340,19.56326,27.618719999999996,0,NA,10,2013-01-23T22:00:00Z
MSP,2013,1,23,17,5,-11.2,46.21,330,20.714039999999997,31.07106,0,NA,10,2013-01-23T23:00:00Z
MSP,2013,1,23,18,1.4,-14.8,45.56,340,20.714039999999997,27.618719999999996,0,NA,10,2013-01-24T00:00:00Z
MSP,2013,1,24,6,-5.8,-14.8,64.11,0,0,NA,0,NA,10,2013-01-24T12:00:00Z
MSP,2013,1,24,14,6.8,-5.8,55.44,130,10.357019999999999,NA,0,NA,10,2013-01-24T20:00:00Z
MSP,2013,1,24,19,8.6,-2.2,60.72,130,16.11092,20.714039999999997,0,NA,10,2013-01-25T01:00:00Z
MSP,2013,1,25,6,17.6,6.8,62.02,220,11.5078,NA,0,NA,10,2013-01-25T12:00:00Z
MSP,2013,1,25,8,17.6,8.6,67.28,250,10.357019999999999,NA,0,NA,10,2013-01-25T14:00:00Z
MSP,2013,1,25,9,19.4,10.4,67.51,270,23.0156,29.920279999999998,0,NA,10,2013-01-25T15:00:00Z
MSP,2013,1,25,10,19.4,5,52.89,280,21.864819999999998,31.07106,1e-4,NA,10,2013-01-25T16:00:00Z
MSP,2013,1,27,11,33.8,19.4,55.14,140,11.5078,NA,1e-4,NA,8,2013-01-27T17:00:00Z
MSP,2013,1,27,12,33.8,28.4,86.39,130,11.5078,NA,0.05,NA,7,2013-01-27T18:00:00Z
MSP,2013,1,27,13,30.2,30.2,100,110,11.5078,NA,0.07,NA,3,2013-01-27T19:00:00Z
MSP,2013,1,27,14,30.2,30.2,100,120,12.658579999999999,NA,0.06,NA,1.75,2013-01-27T20:00:00Z
MSP,2013,1,27,15,30.2,30.2,100,100,10.357019999999999,NA,0.06,NA,0.5,2013-01-27T21:00:00Z
MSP,2013,1,27,16,30.2,30.2,100,100,9.20624,NA,0.03,NA,1,2013-01-27T22:00:00Z
MSP,2013,1,27,17,30.2,30.2,100,110,9.20624,NA,0.01,NA,2,2013-01-27T23:00:00Z
MSP,2013,1,27,18,32,30.2,92.97,120,6.904679999999999,NA,0.01,NA,1.5,2013-01-28T00:00:00Z
MSP,2013,1,27,19,32,32,100,120,5.7539,NA,0.05,NA,1,2013-01-28T01:00:00Z
MSP,2013,1,27,20,30.2,30.2,100,120,8.05546,NA,0.03,NA,1.75,2013-01-28T02:00:00Z
MSP,2013,1,27,21,30.2,30.2,100,120,6.904679999999999,NA,1e-4,NA,4,2013-01-28T03:00:00Z
MSP,2013,1,28,1,30.2,30.2,100,0,0,NA,0,NA,4,2013-01-28T07:00:00Z
MSP,2013,1,28,2,30.2,30.2,100,0,0,NA,0,NA,2.5,2013-01-28T08:00:00Z
MSP,2013,1,28,4,30.2,30.2,100,0,0,NA,0,NA,0.5,2013-01-28T10:00:00Z
MSP,2013,1,28,5,30.2,30.2,100,0,0,NA,0,NA,1,2013-01-28T11:00:00Z
MSP,2013,1,28,7,30.2,30.2,100,180,3.4523399999999995,NA,0,NA,2,2013-01-28T13:00:00Z
MSP,2013,1,28,8,30.2,30.2,100,0,0,NA,0,NA,1.25,2013-01-28T14:00:00Z
MSP,2013,1,28,9,32,32,100,160,3.4523399999999995,NA,0,NA,1.5,2013-01-28T15:00:00Z
MSP,2013,1,28,14,32,32,100,120,11.5078,NA,0,NA,2,2013-01-28T20:00:00Z
MSP,2013,1,28,15,32,32,100,120,9.20624,NA,0,NA,2,2013-01-28T21:00:00Z
MSP,2013,1,28,16,32,32,100,170,11.5078,NA,0,NA,2,2013-01-28T22:00:00Z
MSP,2013,1,28,18,30.2,30.2,100,90,9.20624,NA,0,NA,2,2013-01-29T00:00:00Z
MSP,2013,1,28,19,30.2,30.2,100,90,12.658579999999999,NA,0,NA,1,2013-01-29T01:00:00Z
MSP,2013,1,28,20,30.2,30.2,100,100,9.20624,NA,0,NA,0.75,2013-01-29T02:00:00Z
MSP,2013,1,28,21,30.2,30.2,100,110,12.658579999999999,NA,1e-4,NA,2,2013-01-29T03:00:00Z
MSP,2013,1,28,22,30.2,30.2,100,100,10.357019999999999,NA,1e-4,NA,1.25,2013-01-29T04:00:00Z
MSP,2013,1,28,23,30.2,30.2,100,100,6.904679999999999,NA,1e-4,NA,1.5,2013-01-29T05:00:00Z
MSP,2013,1,29,0,30.2,30.2,100,120,5.7539,NA,1e-4,NA,1.5,2013-01-29T06:00:00Z
MSP,2013,1,29,1,30.2,30.2,100,70,5.7539,NA,1e-4,NA,1.5,2013-01-29T07:00:00Z
MSP,2013,1,29,2,30.2,30.2,100,20,3.4523399999999995,NA,1e-4,NA,1.5,2013-01-29T08:00:00Z
MSP,2013,1,29,3,30.2,30.2,100,340,6.904679999999999,NA,0.01,NA,2,2013-01-29T09:00:00Z
MSP,2013,1,29,4,30.2,30.2,100,330,5.7539,NA,1e-4,NA,2,2013-01-29T10:00:00Z
MSP,2013,1,29,5,30.2,30.2,100,320,9.20624,NA,0,NA,3,2013-01-29T11:00:00Z
MSP,2013,1,29,7,30.2,30.2,100,310,5.7539,NA,0,NA,7,2013-01-29T13:00:00Z
MSP,2013,1,29,8,33.8,30.2,86.49,300,11.5078,NA,0,NA,6,2013-01-29T14:00:00Z
MSP,2013,1,29,10,33.8,30.2,86.49,310,11.5078,NA,0,NA,7,2013-01-29T16:00:00Z
MSP,2013,1,29,12,33.8,30.2,86.49,320,11.5078,NA,0,NA,10,2013-01-29T18:00:00Z
MSP,2013,1,30,0,24.8,21.2,85.96,350,17.261699999999998,24.166379999999997,0,NA,10,2013-01-30T06:00:00Z
MSP,2013,1,30,1,24.8,19.4,79.62,350,13.809359999999998,28.769499999999997,0,NA,9,2013-01-30T07:00:00Z
MSP,2013,1,30,22,8.6,3.2,78.18,300,18.41248,28.769499999999997,0,NA,10,2013-01-31T04:00:00Z
MSP,2013,1,31,2,3.2,1.4,91.99,280,12.658579999999999,NA,1e-4,NA,8,2013-01-31T08:00:00Z
MSP,2013,1,31,3,3.2,1.4,91.99,290,13.809359999999998,NA,0,NA,10,2013-01-31T09:00:00Z
MSP,2013,1,31,12,1.4,-5.8,71.07,300,14.960139999999999,25.317159999999998,1e-4,NA,5,2013-01-31T18:00:00Z
MSP,2013,1,31,13,1.4,-5.8,71.07,310,20.714039999999997,31.07106,1e-4,NA,7,2013-01-31T19:00:00Z
MSP,2013,2,1,16,1.4,-5.8,71.07,150,5.7539,NA,1e-4,NA,1.75,2013-02-01T22:00:00Z
MSP,2013,2,1,17,1.4,-2.2,84.43,120,3.4523399999999995,NA,1e-4,NA,1.5,2013-02-01T23:00:00Z
MSP,2013,2,1,18,1.4,-0.4,91.92,130,5.7539,NA,0.02,NA,1.5,2013-02-02T00:00:00Z
MSP,2013,2,1,19,1.4,-0.4,91.92,90,8.05546,NA,1e-4,NA,1.5,2013-02-02T01:00:00Z
MSP,2013,2,1,20,3.2,1.4,91.99,80,6.904679999999999,NA,1e-4,NA,5,2013-02-02T02:00:00Z
MSP,2013,2,1,21,3.2,1.4,91.99,70,6.904679999999999,NA,0.01,NA,4,2013-02-02T03:00:00Z
MSP,2013,2,1,23,3.2,1.4,91.99,NA,4.60312,NA,1e-4,NA,4,2013-02-02T05:00:00Z
MSP,2013,2,2,0,3.2,1.4,91.99,30,3.4523399999999995,NA,1e-4,NA,4,2013-02-02T06:00:00Z
MSP,2013,2,2,1,3.2,1.4,91.99,350,6.904679999999999,NA,1e-4,NA,7,2013-02-02T07:00:00Z
MSP,2013,2,2,4,1.4,-0.4,91.92,340,6.904679999999999,NA,0,NA,9,2013-02-02T10:00:00Z
MSP,2013,2,2,18,8.6,3.2,78.18,200,3.4523399999999995,NA,1e-4,NA,2.5,2013-02-03T00:00:00Z
MSP,2013,2,2,19,8.6,5,84.93,160,5.7539,NA,1e-4,NA,2,2013-02-03T01:00:00Z
MSP,2013,2,2,20,8.6,6.8,92.19,130,5.7539,NA,1e-4,NA,3,2013-02-03T02:00:00Z
MSP,2013,2,2,21,8.6,6.8,92.19,120,4.60312,NA,0.01,NA,3,2013-02-03T03:00:00Z
MSP,2013,2,2,22,8.6,6.8,92.19,0,0,NA,0,NA,3,2013-02-03T04:00:00Z
MSP,2013,2,3,0,10.4,6.8,92.19,290,5.7539,NA,1e-4,NA,4,2013-02-03T06:00:00Z
MSP,2013,2,3,1,8.6,6.8,92.19,290,12.658579999999999,NA,1e-4,NA,6,2013-02-03T07:00:00Z
MSP,2013,2,3,14,12.2,6.8,78.51,290,5.7539,NA,1e-4,NA,3,2013-02-03T20:00:00Z
MSP,2013,2,3,15,12.2,6.8,78.51,300,5.7539,NA,1e-4,NA,6,2013-02-03T21:00:00Z
MSP,2013,2,3,17,12.2,6.8,78.51,0,0,NA,0,NA,6,2013-02-03T23:00:00Z
MSP,2013,2,3,18,12.2,8.6,85.17,250,4.60312,NA,1e-4,NA,9,2013-02-04T00:00:00Z
MSP,2013,2,3,20,12.2,10.4,92.32,0,0,NA,1e-4,NA,3,2013-02-04T02:00:00Z
MSP,2013,2,3,21,12.2,8.6,85.17,NA,6.904679999999999,NA,0.01,NA,2.5,2013-02-04T03:00:00Z
MSP,2013,2,3,22,12.2,8.6,92.25,60,6.904679999999999,NA,1e-4,NA,2,2013-02-04T04:00:00Z
MSP,2013,2,3,23,10.4,8.6,92.25,60,8.05546,NA,0.01,NA,2,2013-02-04T05:00:00Z
MSP,2013,2,4,0,10.4,8.6,92.25,30,6.904679999999999,NA,0.01,NA,1.5,2013-02-04T06:00:00Z
MSP,2013,2,4,1,10.4,6.8,85.05,20,9.20624,NA,0.01,NA,2.5,2013-02-04T07:00:00Z
MSP,2013,2,4,2,10.4,6.8,85.05,20,8.05546,NA,1e-4,NA,3,2013-02-04T08:00:00Z
MSP,2013,2,4,3,6.8,3.2,84.8,10,5.7539,NA,0,NA,10,2013-02-04T09:00:00Z
MSP,2013,2,4,22,12.2,8.6,85.17,160,9.20624,NA,0.01,NA,2,2013-02-05T04:00:00Z
MSP,2013,2,4,23,12.2,10.4,92.32,170,12.658579999999999,NA,0.02,NA,1.75,2013-02-05T05:00:00Z
MSP,2013,2,5,0,14,12.2,92.38,160,12.658579999999999,NA,0.01,NA,3,2013-02-05T06:00:00Z
MSP,2013,2,5,1,14,12.2,92.38,170,5.7539,NA,1e-4,NA,3,2013-02-05T07:00:00Z
MSP,2013,2,5,5,21.2,21.2,100,230,9.20624,NA,0.03,NA,1.5,2013-02-05T11:00:00Z
MSP,2013,2,5,6,23,23,100,260,8.05546,NA,1e-4,NA,6,2013-02-05T12:00:00Z
MSP,2013,2,5,7,24.8,23,92.74,250,5.7539,NA,1e-4,NA,7,2013-02-05T13:00:00Z
MSP,2013,2,5,15,24.8,17.6,73.7,330,10.357019999999999,NA,0,NA,10,2013-02-05T21:00:00Z
MSP,2013,2,6,10,12.2,10.4,92.32,110,6.904679999999999,NA,0.01,NA,1.75,2013-02-06T16:00:00Z
MSP,2013,2,6,11,14,12.2,100,120,9.20624,NA,0.01,NA,3,2013-02-06T17:00:00Z
MSP,2013,2,6,12,17.6,15.8,92.5,100,12.658579999999999,NA,1e-4,NA,7,2013-02-06T18:00:00Z
MSP,2013,2,6,17,23,19.4,85.85,110,11.5078,NA,0,NA,8,2013-02-06T23:00:00Z
MSP,2013,2,7,1,21.2,21.2,100,10,8.05546,NA,0,NA,5,2013-02-07T07:00:00Z
MSP,2013,2,7,6,23,23,100,10,8.05546,NA,0,NA,4,2013-02-07T12:00:00Z
MSP,2013,2,7,7,21.2,21.2,100,360,9.20624,NA,0,NA,3,2013-02-07T13:00:00Z
MSP,2013,2,7,9,21.2,21.2,100,10,8.05546,NA,1e-4,NA,2,2013-02-07T15:00:00Z
MSP,2013,2,7,10,21.2,21.2,100,360,9.20624,NA,0,NA,3,2013-02-07T16:00:00Z
MSP,2013,2,7,11,23,21.2,92.69,360,12.658579999999999,18.41248,0,NA,5,2013-02-07T17:00:00Z
MSP,2013,2,7,13,23,23,100,360,13.809359999999998,NA,1e-4,NA,5,2013-02-07T19:00:00Z
MSP,2013,2,7,14,23,23,100,10,10.357019999999999,NA,1e-4,NA,8,2013-02-07T20:00:00Z
MSP,2013,2,7,15,24.8,21.2,85.96,20,11.5078,NA,0,NA,10,2013-02-07T21:00:00Z
MSP,2013,2,7,18,24.8,19.4,79.62,10,12.658579999999999,NA,0,NA,10,2013-02-08T00:00:00Z
MSP,2013,2,7,20,24.8,19.4,79.62,350,8.05546,NA,0,NA,10,2013-02-08T02:00:00Z
MSP,2013,2,8,11,19.4,14,79.16,110,10.357019999999999,NA,0,NA,10,2013-02-08T17:00:00Z
MSP,2013,2,8,20,19.4,17.6,92.57,140,8.05546,NA,0,NA,10,2013-02-09T02:00:00Z
MSP,2013,2,9,18,26.6,26.6,100,150,10.357019999999999,19.56326,0,NA,6,2013-02-10T00:00:00Z
MSP,2013,2,9,22,26.6,26.6,100,170,11.5078,NA,0,NA,6,2013-02-10T04:00:00Z
MSP,2013,2,10,4,24.8,24.8,100,110,17.261699999999998,NA,0.01,NA,4,2013-02-10T10:00:00Z
MSP,2013,2,10,5,24.8,24.8,100,90,17.261699999999998,NA,1e-4,NA,5,2013-02-10T11:00:00Z
MSP,2013,2,10,6,24.8,24.8,100,90,14.960139999999999,NA,0,NA,5,2013-02-10T12:00:00Z
MSP,2013,2,10,7,24.8,24.8,100,70,14.960139999999999,NA,0,NA,5,2013-02-10T13:00:00Z
